text,label
A study involving several research institutions examined water conservation methods and identified areas for further research. Reference number 113 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that water management can be solved immediately using a mysterious invention. Online claim reference 489 was included in the dataset.,FAKE
Viral messages claim that a breakthrough supposedly kept from the public can guarantee success in air quality in urban areas despite no independent confirmation. Online claim reference 88 was included in the dataset.,FAKE
The the United Nations released updated information about transportation based on a government report. Reference number 277 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved online learning outcomes without any supporting evidence being published. Online claim reference 600 was included in the dataset.,FAKE
The the Transport Department released updated information about climate change based on a quarterly report. Reference number 254 was included in the dataset.,REAL
Authorities announced plans to evaluate education before introducing the proposed changes nationwide. Reference number 27 was included in the dataset.,REAL
The the Energy Ministry released updated information about economic growth based on official data. Reference number 389 was included in the dataset.,REAL
BREAKING: a widely shared online claim claims that officials secretly tested a breakthrough supposedly kept from the public that can permanently eliminate climate change. Online claim reference 436 was included in the dataset.,FAKE
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to transportation. Online claim reference 317 was included in the dataset.,FAKE
Researchers found a possible connection between education and changes observed during the study period. Reference number 158 was included in the dataset.,REAL
BREAKING: a message circulating online claims that officials secretly tested a mysterious invention that can permanently eliminate education. Online claim reference 549 was included in the dataset.,FAKE
BREAKING: a message circulating online claims that officials secretly tested a mysterious invention that can permanently eliminate digital technology. Online claim reference 39 was included in the dataset.,FAKE
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to public health. Online claim reference 20 was included in the dataset.,FAKE
A study involving several research institutions examined traffic management systems and identified areas for further research. Reference number 524 was included in the dataset.,REAL
Authorities announced plans to evaluate agriculture before introducing the proposed changes nationwide. Reference number 578 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed a secret method for water management. Online claim reference 532 was included in the dataset.,FAKE
A new report examined changes in transportation and compared results from the previous year based on findings from the study. Reference number 198 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed a previously unknown treatment for climate change. Online claim reference 531 was included in the dataset.,FAKE
A new report examined changes in economic growth and compared results from the previous year after collecting data from several regions. Reference number 73 was included in the dataset.,REAL
A study involving several research institutions examined renewable energy adoption and identified areas for further research. Reference number 209 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that economic growth can be solved immediately using an instant solution. Online claim reference 340 was included in the dataset.,FAKE
A new report examined changes in cybersecurity and compared results from the previous year after reviewing recent data. Reference number 147 was included in the dataset.,REAL
A viral report claims that Japan has discovered a secret method that will completely solve transportation overnight. Online claim reference 524 was included in the dataset.,FAKE
Officials in Germany introduced new measures to improve digital technology after collecting data from several regions. Reference number 261 was included in the dataset.,REAL
A viral report claims that Canada has discovered a secret method that will completely solve digital technology overnight. Online claim reference 496 was included in the dataset.,FAKE
Researchers found a possible connection between public health and changes observed during the study period. Reference number 468 was included in the dataset.,REAL
Researchers published findings about air quality in urban areas in a peer-reviewed journal as part of a broader review. Reference number 410 was included in the dataset.,REAL
A viral report claims that Germany has discovered a revolutionary discovery that will completely solve agriculture overnight. Online claim reference 493 was included in the dataset.,FAKE
A viral report claims that India has discovered a hidden technology that will completely solve transportation overnight. Online claim reference 566 was included in the dataset.,FAKE
A new report examined changes in digital technology and compared results from the previous year according to recently published information. Reference number 267 was included in the dataset.,REAL
An unverified report from a message circulating online claims that researchers have discovered a miracle technique for air quality in urban areas. Online claim reference 437 was included in the dataset.,FAKE
Researchers found a possible connection between climate change and changes observed during the study period. Reference number 564 was included in the dataset.,REAL
"Researchers reported that a new approach may improve cybersecurity risks, although further testing is required. Reference number 77 was included in the dataset.",REAL
A viral report claims that the United Kingdom has discovered a previously unknown treatment that will completely solve renewable energy overnight. Online claim reference 252 was included in the dataset.,FAKE
A viral report claims that the United Kingdom has discovered an instant solution that will completely solve transportation overnight. Online claim reference 38 was included in the dataset.,FAKE
A viral report claims that Canada has discovered a revolutionary discovery that will completely solve renewable energy overnight. Online claim reference 98 was included in the dataset.,FAKE
Social media users are sharing a claim that an instant solution can instantly eliminate every problem related to public health. Online claim reference 469 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve battery storage efficiency, although further testing is required. Reference number 368 was included in the dataset.",REAL
An unverified claim circulating online says that authorities have confirmed a revolutionary discovery for renewable energy. Online claim reference 6 was included in the dataset.,FAKE
the Health Department published a new initiative related to cybersecurity after reviewing recent data. Reference number 222 was included in the dataset.,REAL
A public report described recent developments in economic growth and included data from multiple sources. Reference number 566 was included in the dataset.,REAL
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to agriculture. Online claim reference 463 was included in the dataset.,FAKE
Officials in Japan reviewed new measures to improve digital technology after consultations with researchers. Reference number 138 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed a secret method for water management. Online claim reference 284 was included in the dataset.,FAKE
A post making the rounds online claims that scientists are hiding a breakthrough involving education. Online claim reference 260 was included in the dataset.,FAKE
A public report described recent developments in public health and included data from multiple sources. Reference number 146 was included in the dataset.,REAL
Social media users are sharing a claim that an instant solution can instantly eliminate every problem related to climate change. Online claim reference 429 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve online learning outcomes, although further testing is required. Reference number 38 was included in the dataset.",REAL
The the World Bank released updated information about climate change based on a quarterly report. Reference number 243 was included in the dataset.,REAL
Researchers found a possible connection between water management and changes observed during the study period. Reference number 46 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed an instant solution for water management. Online claim reference 129 was included in the dataset.,FAKE
A viral report claims that the United States has discovered a secret method that will completely solve economic growth overnight. Online claim reference 450 was included in the dataset.,FAKE
A widely shared post claims that an instant solution can make online learning outcomes completely unnecessary within a few days. Online claim reference 593 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a previously unknown treatment for water management. Online claim reference 219 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a previously unknown treatment for transportation. Online claim reference 21 was included in the dataset.,FAKE
Officials in India reviewed new measures to improve renewable energy according to recently published information. Reference number 361 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved traffic management systems with guaranteed results for everyone. Online claim reference 578 was included in the dataset.,FAKE
Viral messages claim that an instant solution can guarantee success in crop resilience during drought despite no independent confirmation. Online claim reference 348 was included in the dataset.,FAKE
NASA reported a new initiative related to cybersecurity following a detailed assessment. Reference number 503 was included in the dataset.,REAL
BREAKING: an unverified website claims that officials secretly tested a breakthrough supposedly kept from the public that can permanently eliminate agriculture. Online claim reference 346 was included in the dataset.,FAKE
A widely shared post claims that a hidden technology can make early disease detection completely unnecessary within a few days. Online claim reference 541 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a secret method for cybersecurity. Online claim reference 433 was included in the dataset.,FAKE
Officials in the United States examined new measures to improve water management after collecting data from several regions. Reference number 547 was included in the dataset.,REAL
Researchers found a possible connection between agriculture and changes observed during the study period. Reference number 301 was included in the dataset.,REAL
BREAKING: a widely shared online claim claims that officials secretly tested a hidden technology that can permanently eliminate renewable energy. Online claim reference 115 was included in the dataset.,FAKE
The the Energy Ministry released updated information about water management based on a government report. Reference number 48 was included in the dataset.,REAL
A public report described recent developments in public health and included data from multiple sources. Reference number 308 was included in the dataset.,REAL
A viral report claims that India has discovered a breakthrough supposedly kept from the public that will completely solve digital technology overnight. Online claim reference 599 was included in the dataset.,FAKE
Researchers published findings about early disease detection in a peer-reviewed journal following a detailed assessment. Reference number 1 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved early disease detection without the need for expert approval. Online claim reference 74 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that climate change can be solved immediately using a secret method. Online claim reference 471 was included in the dataset.,FAKE
A sensational article claims that a secret experiment has already solved online learning outcomes without any known side effects. Online claim reference 511 was included in the dataset.,FAKE
The the Transport Department released updated information about cybersecurity based on published research. Reference number 558 was included in the dataset.,REAL
A post making the rounds online claims that scientists are hiding a breakthrough involving renewable energy. Online claim reference 528 was included in the dataset.,FAKE
A viral report claims that Japan has discovered a revolutionary discovery that will completely solve public health overnight. Online claim reference 132 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve crop resilience during drought, although further testing is required. Reference number 519 was included in the dataset.",REAL
Social media users are sharing a claim that a previously unknown treatment can instantly eliminate every problem related to agriculture. Online claim reference 581 was included in the dataset.,FAKE
Authorities announced plans to evaluate transportation before introducing the proposed changes nationwide. Reference number 87 was included in the dataset.,REAL
A widely shared post claims that an instant solution can make battery storage efficiency completely unnecessary within a few days. Online claim reference 298 was included in the dataset.,FAKE
A public report described recent developments in renewable energy and included data from multiple sources. Reference number 263 was included in the dataset.,REAL
A viral report claims that Singapore has discovered a hidden technology that will completely solve public health overnight. Online claim reference 487 was included in the dataset.,FAKE
An unverified report from an anonymous source claims that researchers have discovered a revolutionary discovery for water conservation methods. Online claim reference 361 was included in the dataset.,FAKE
the Reserve Bank announced a new initiative related to transportation after consultations with researchers. Reference number 166 was included in the dataset.,REAL
BREAKING: an unnamed researcher claims that officials secretly tested a miracle technique that can permanently eliminate public health. Online claim reference 483 was included in the dataset.,FAKE
Researchers published findings about renewable energy adoption in a peer-reviewed journal after consultations with researchers. Reference number 212 was included in the dataset.,REAL
Researchers found a possible connection between transportation and changes observed during the study period. Reference number 589 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved renewable energy adoption with no further testing required. Online claim reference 507 was included in the dataset.,FAKE
A public report described recent developments in digital technology and included data from multiple sources. Reference number 41 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that agriculture can be solved immediately using a previously unknown treatment. Online claim reference 499 was included in the dataset.,FAKE
A study involving several research institutions examined renewable energy adoption and identified areas for further research. Reference number 322 was included in the dataset.,REAL
A public report described recent developments in education and included data from multiple sources. Reference number 458 was included in the dataset.,REAL
the Ministry of Education reviewed a new initiative related to education as part of a broader review. Reference number 569 was included in the dataset.,REAL
Authorities announced plans to evaluate agriculture before introducing the proposed changes nationwide. Reference number 6 was included in the dataset.,REAL
"Researchers reported that a new approach may improve renewable energy adoption, although further testing is required. Reference number 185 was included in the dataset.",REAL
An unverified report from an internet user claims that researchers have discovered a mysterious invention for water conservation methods. Online claim reference 297 was included in the dataset.,FAKE
A viral report claims that Japan has discovered a mysterious invention that will completely solve climate change overnight. Online claim reference 461 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that transportation can be solved immediately using a secret method. Online claim reference 192 was included in the dataset.,FAKE
Social media users are sharing a claim that a mysterious invention can instantly eliminate every problem related to renewable energy. Online claim reference 213 was included in the dataset.,FAKE
the World Bank introduced a new initiative related to climate change after consultations with researchers. Reference number 213 was included in the dataset.,REAL
Officials in India reviewed new measures to improve public health following an analysis of available evidence. Reference number 128 was included in the dataset.,REAL
Social media users are sharing a claim that a mysterious invention can instantly eliminate every problem related to public health. Online claim reference 68 was included in the dataset.,FAKE
A post making the rounds online claims that scientists are hiding a breakthrough involving education. Online claim reference 404 was included in the dataset.,FAKE
A study involving several research institutions examined air quality in urban areas and identified areas for further research. Reference number 599 was included in the dataset.,REAL
A viral report claims that Singapore has discovered an instant solution that will completely solve renewable energy overnight. Online claim reference 518 was included in the dataset.,FAKE
An unverified report from a message circulating online claims that researchers have discovered a secret method for online learning outcomes. Online claim reference 227 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a breakthrough supposedly kept from the public for renewable energy. Online claim reference 152 was included in the dataset.,FAKE
Researchers found a possible connection between economic growth and changes observed during the study period. Reference number 543 was included in the dataset.,REAL
"Researchers reported that a new approach may improve online learning outcomes, although further testing is required. Reference number 550 was included in the dataset.",REAL
A public report described recent developments in agriculture and included data from multiple sources. Reference number 570 was included in the dataset.,REAL
Social media users are sharing a claim that a miracle technique can instantly eliminate every problem related to education. Online claim reference 315 was included in the dataset.,FAKE
Authorities announced plans to evaluate climate change before introducing the proposed changes nationwide. Reference number 21 was included in the dataset.,REAL
A post making the rounds online claims that scientists are hiding a breakthrough involving agriculture. Online claim reference 517 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve traffic management systems, although further testing is required. Reference number 416 was included in the dataset.",REAL
A widely shared post claims that a hidden technology can make water conservation methods completely unnecessary within a few days. Online claim reference 570 was included in the dataset.,FAKE
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to water management. Online claim reference 550 was included in the dataset.,FAKE
A sensational article claims that a secret experiment has already solved online learning outcomes without any known side effects. Online claim reference 438 was included in the dataset.,FAKE
The NASA released updated information about economic growth based on a quarterly report. Reference number 334 was included in the dataset.,REAL
Officials in the United Kingdom reviewed new measures to improve economic growth after reviewing recent data. Reference number 102 was included in the dataset.,REAL
The the Election Commission released updated information about renewable energy based on an independent analysis. Reference number 129 was included in the dataset.,REAL
A study involving several research institutions examined water conservation methods and identified areas for further research. Reference number 586 was included in the dataset.,REAL
A study involving several research institutions examined solar panel efficiency and identified areas for further research. Reference number 306 was included in the dataset.,REAL
BREAKING: an anonymous source claims that officials secretly tested a previously unknown treatment that can permanently eliminate agriculture. Online claim reference 187 was included in the dataset.,FAKE
A post making the rounds online claims that scientists are hiding a breakthrough involving digital technology. Online claim reference 299 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a previously unknown treatment for transportation. Online claim reference 61 was included in the dataset.,FAKE
Officials in India reported new measures to improve transportation as part of a broader review. Reference number 496 was included in the dataset.,REAL
A study involving several research institutions examined renewable energy adoption and identified areas for further research. Reference number 394 was included in the dataset.,REAL
A public report described recent developments in economic growth and included data from multiple sources. Reference number 186 was included in the dataset.,REAL
A widely shared post claims that a hidden technology can make traffic management systems completely unnecessary within a few days. Online claim reference 569 was included in the dataset.,FAKE
NASA introduced a new initiative related to education following a detailed assessment. Reference number 97 was included in the dataset.,REAL
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to climate change. Online claim reference 111 was included in the dataset.,FAKE
A widely shared post claims that a revolutionary discovery can make solar panel efficiency completely unnecessary within a few days. Online claim reference 291 was included in the dataset.,FAKE
A new report examined changes in public health and compared results from the previous year according to recently published information. Reference number 492 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed a hidden technology for agriculture. Online claim reference 555 was included in the dataset.,FAKE
A sensational article claims that a secret experiment has already solved air quality in urban areas with guaranteed results for everyone. Online claim reference 416 was included in the dataset.,FAKE
A viral report claims that India has discovered a mysterious invention that will completely solve climate change overnight. Online claim reference 512 was included in the dataset.,FAKE
Researchers published findings about cybersecurity risks in a peer-reviewed journal after reviewing recent data. Reference number 24 was included in the dataset.,REAL
A post making the rounds online claims that scientists are hiding a breakthrough involving transportation. Online claim reference 272 was included in the dataset.,FAKE
Authorities announced plans to evaluate economic growth before introducing the proposed changes nationwide. Reference number 522 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved renewable energy adoption without any supporting evidence being published. Online claim reference 85 was included in the dataset.,FAKE
BREAKING: a message circulating online claims that officials secretly tested a breakthrough supposedly kept from the public that can permanently eliminate digital technology. Online claim reference 57 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that water management can be solved immediately using a mysterious invention. Online claim reference 177 was included in the dataset.,FAKE
Authorities announced plans to evaluate water management before introducing the proposed changes nationwide. Reference number 125 was included in the dataset.,REAL
Authorities announced plans to evaluate cybersecurity before introducing the proposed changes nationwide. Reference number 85 was included in the dataset.,REAL
A public report described recent developments in climate change and included data from multiple sources. Reference number 120 was included in the dataset.,REAL
Officials in India evaluated new measures to improve climate change following a detailed assessment. Reference number 123 was included in the dataset.,REAL
A new report examined changes in economic growth and compared results from the previous year according to recently published information. Reference number 12 was included in the dataset.,REAL
A post making the rounds online claims that scientists are hiding a breakthrough involving agriculture. Online claim reference 351 was included in the dataset.,FAKE
Researchers published findings about renewable energy adoption in a peer-reviewed journal following a detailed assessment. Reference number 456 was included in the dataset.,REAL
An unverified report from a widely shared online claim claims that researchers have discovered a miracle technique for online learning outcomes. Online claim reference 172 was included in the dataset.,FAKE
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to climate change. Online claim reference 48 was included in the dataset.,FAKE
A public report described recent developments in digital technology and included data from multiple sources. Reference number 282 was included in the dataset.,REAL
Researchers published findings about early disease detection in a peer-reviewed journal after collecting data from several regions. Reference number 392 was included in the dataset.,REAL
A viral report claims that India has discovered a hidden technology that will completely solve water management overnight. Online claim reference 334 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve water conservation methods, although further testing is required. Reference number 475 was included in the dataset.",REAL
A widely shared post claims that a secret method can make solar panel efficiency completely unnecessary within a few days. Online claim reference 359 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that economic growth can be solved immediately using a secret method. Online claim reference 75 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that economic growth can be solved immediately using a mysterious invention. Online claim reference 403 was included in the dataset.,FAKE
Viral messages claim that a miracle technique can guarantee success in online learning outcomes within just a few days. Online claim reference 392 was included in the dataset.,FAKE
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to cybersecurity. Online claim reference 459 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a breakthrough supposedly kept from the public for economic growth. Online claim reference 164 was included in the dataset.,FAKE
A post making the rounds online claims that scientists are hiding a breakthrough involving digital technology. Online claim reference 69 was included in the dataset.,FAKE
The the Reserve Bank released updated information about cybersecurity based on an independent analysis. Reference number 177 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed a mysterious invention for digital technology. Online claim reference 11 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that climate change can be solved immediately using a mysterious invention. Online claim reference 105 was included in the dataset.,FAKE
Researchers found a possible connection between economic growth and changes observed during the study period. Reference number 310 was included in the dataset.,REAL
A public report described recent developments in education and included data from multiple sources. Reference number 501 was included in the dataset.,REAL
The the Ministry of Education released updated information about transportation based on a government report. Reference number 407 was included in the dataset.,REAL
"Researchers reported that a new approach may improve traffic management systems, although further testing is required. Reference number 247 was included in the dataset.",REAL
A new report examined changes in cybersecurity and compared results from the previous year after collecting data from several regions. Reference number 122 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved traffic management systems without any known side effects. Online claim reference 456 was included in the dataset.,FAKE
Researchers found a possible connection between agriculture and changes observed during the study period. Reference number 251 was included in the dataset.,REAL
Authorities announced plans to evaluate education before introducing the proposed changes nationwide. Reference number 414 was included in the dataset.,REAL
BREAKING: a widely shared online claim claims that officials secretly tested a mysterious invention that can permanently eliminate transportation. Online claim reference 479 was included in the dataset.,FAKE
A widely shared post claims that a secret method can make water conservation methods completely unnecessary within a few days. Online claim reference 43 was included in the dataset.,FAKE
the Reserve Bank reported a new initiative related to digital technology based on findings from the study. Reference number 153 was included in the dataset.,REAL
A study involving several research institutions examined crop resilience during drought and identified areas for further research. Reference number 445 was included in the dataset.,REAL
Social media users are sharing a claim that a secret method can instantly eliminate every problem related to water management. Online claim reference 8 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve cybersecurity risks, although further testing is required. Reference number 347 was included in the dataset.",REAL
Social media users are sharing a claim that a breakthrough supposedly kept from the public can instantly eliminate every problem related to water management. Online claim reference 66 was included in the dataset.,FAKE
Researchers found a possible connection between public health and changes observed during the study period. Reference number 528 was included in the dataset.,REAL
A viral report claims that the United States has discovered a breakthrough supposedly kept from the public that will completely solve climate change overnight. Online claim reference 521 was included in the dataset.,FAKE
An unverified claim circulating online says that authorities have confirmed a breakthrough supposedly kept from the public for education. Online claim reference 266 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that digital technology can be solved immediately using a revolutionary discovery. Online claim reference 264 was included in the dataset.,FAKE
the Ministry of Education published a new initiative related to transportation based on findings from the study. Reference number 486 was included in the dataset.,REAL
"Researchers reported that a new approach may improve battery storage efficiency, although further testing is required. Reference number 365 was included in the dataset.",REAL
Researchers published findings about renewable energy adoption in a peer-reviewed journal after collecting data from several regions. Reference number 99 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved online learning outcomes without the need for expert approval. Online claim reference 580 was included in the dataset.,FAKE
A new report examined changes in climate change and compared results from the previous year following a detailed assessment. Reference number 173 was included in the dataset.,REAL
A sensational article claims that a secret experiment has already solved traffic management systems despite no independent confirmation. Online claim reference 331 was included in the dataset.,FAKE
Authorities announced plans to evaluate education before introducing the proposed changes nationwide. Reference number 438 was included in the dataset.,REAL
A post making the rounds online claims that scientists are hiding a breakthrough involving cybersecurity. Online claim reference 485 was included in the dataset.,FAKE
the World Bank published a new initiative related to water management as part of a broader review. Reference number 152 was included in the dataset.,REAL
Viral messages claim that a breakthrough supposedly kept from the public can guarantee success in renewable energy adoption without the need for expert approval. Online claim reference 251 was included in the dataset.,FAKE
Officials in India reviewed new measures to improve climate change based on findings from the study. Reference number 105 was included in the dataset.,REAL
An unverified report from an unnamed researcher claims that researchers have discovered a mysterious invention for water conservation methods. Online claim reference 387 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that economic growth can be solved immediately using a secret method. Online claim reference 144 was included in the dataset.,FAKE
Authorities announced plans to evaluate agriculture before introducing the proposed changes nationwide. Reference number 371 was included in the dataset.,REAL
An unverified report from a message circulating online claims that researchers have discovered a previously unknown treatment for early disease detection. Online claim reference 321 was included in the dataset.,FAKE
Social media users are sharing a claim that a miracle technique can instantly eliminate every problem related to agriculture. Online claim reference 453 was included in the dataset.,FAKE
An unverified report from an anonymous source claims that researchers have discovered an instant solution for air quality in urban areas. Online claim reference 153 was included in the dataset.,FAKE
"Researchers reported that a new approach may improve online learning outcomes, although further testing is required. Reference number 201 was included in the dataset.",REAL
Social media users are sharing a claim that a hidden technology can instantly eliminate every problem related to economic growth. Online claim reference 167 was included in the dataset.,FAKE
Viral messages claim that an instant solution can guarantee success in water conservation methods with guaranteed results for everyone. Online claim reference 515 was included in the dataset.,FAKE
the World Bank introduced a new initiative related to digital technology as part of a broader review. Reference number 215 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that digital technology can be solved immediately using a miracle technique. Online claim reference 316 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that water management can be solved immediately using an instant solution. Online claim reference 282 was included in the dataset.,FAKE
the Health Department reviewed a new initiative related to economic growth based on findings from the study. Reference number 495 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that agriculture can be solved immediately using a breakthrough supposedly kept from the public. Online claim reference 113 was included in the dataset.,FAKE
A public report described recent developments in agriculture and included data from multiple sources. Reference number 453 was included in the dataset.,REAL
Authorities announced plans to evaluate water management before introducing the proposed changes nationwide. Reference number 141 was included in the dataset.,REAL
Officials in the United Kingdom released new measures to improve education following an analysis of available evidence. Reference number 592 was included in the dataset.,REAL
Researchers found a possible connection between agriculture and changes observed during the study period. Reference number 168 was included in the dataset.,REAL
Viral messages claim that a mysterious invention can guarantee success in air quality in urban areas almost immediately. Online claim reference 71 was included in the dataset.,FAKE
Officials in Australia reported new measures to improve cybersecurity as part of a broader review. Reference number 469 was included in the dataset.,REAL
Researchers published findings about air quality in urban areas in a peer-reviewed journal following a detailed assessment. Reference number 312 was included in the dataset.,REAL
A widely shared post claims that a hidden technology can make solar panel efficiency completely unnecessary within a few days. Online claim reference 127 was included in the dataset.,FAKE
A study involving several research institutions examined water conservation methods and identified areas for further research. Reference number 56 was included in the dataset.,REAL
A viral report claims that Australia has discovered a secret method that will completely solve public health overnight. Online claim reference 225 was included in the dataset.,FAKE
the National Statistics Office announced a new initiative related to water management following an analysis of available evidence. Reference number 595 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that climate change can be solved immediately using a revolutionary discovery. Online claim reference 211 was included in the dataset.,FAKE
Online posts claim that scientists have hidden evidence showing that water management can be solved immediately using a mysterious invention. Online claim reference 171 was included in the dataset.,FAKE
A study involving several research institutions examined solar panel efficiency and identified areas for further research. Reference number 332 was included in the dataset.,REAL
the National Statistics Office released a new initiative related to water management following an analysis of available evidence. Reference number 135 was included in the dataset.,REAL
Authorities announced plans to evaluate water management before introducing the proposed changes nationwide. Reference number 100 was included in the dataset.,REAL
The the Health Department released updated information about public health based on a government report. Reference number 404 was included in the dataset.,REAL
An unverified claim circulating online says that authorities have confirmed a secret method for renewable energy. Online claim reference 255 was included in the dataset.,FAKE
A viral report claims that Australia has discovered a mysterious invention that will completely solve public health overnight. Online claim reference 338 was included in the dataset.,FAKE
A public report described recent developments in public health and included data from multiple sources. Reference number 200 was included in the dataset.,REAL
Viral messages claim that a revolutionary discovery can guarantee success in battery storage efficiency without any known side effects. Online claim reference 447 was included in the dataset.,FAKE
A viral report claims that Japan has discovered a breakthrough supposedly kept from the public that will completely solve climate change overnight. Online claim reference 242 was included in the dataset.,FAKE
Researchers published findings about air quality in urban areas in a peer-reviewed journal after reviewing recent data. Reference number 290 was included in the dataset.,REAL
Online posts claim that scientists have hidden evidence showing that digital technology can be solved immediately using an instant solution. Online claim reference 262 was included in the dataset.,FAKE
Researchers published findings about renewable energy adoption in a peer-reviewed journal after reviewing recent data. Reference number 541 was included in the dataset.,REAL
Officials in Japan examined new measures to improve water management after reviewing recent data. Reference number 74 was included in the dataset.,REAL
Social media users are sharing a claim that a revolutionary discovery can instantly eliminate every problem related to transportation. Online claim reference 460 was included in the dataset.,FAKE
the Energy Ministry examined a new initiative related to renewable energy following an analysis of available evidence. Reference number 401 was included in the dataset.,REAL
Social media users are sharing a claim that a breakthrough supposedly kept from the public can instantly eliminate every problem related to public health. Online claim reference 477 was included in the dataset.,FAKE
A study involving several research institutions examined traffic management systems and identified areas for further research. Reference number 357 was included in the dataset.,REAL
The the Reserve Bank released updated information about economic growth based on published research. Reference number 485 was included in the dataset.,REAL
Social media users are sharing a claim that a secret method can instantly eliminate every problem related to economic growth. Online claim reference 95 was included in the dataset.,FAKE
Viral messages claim that a hidden technology can guarantee success in renewable energy adoption without any known side effects. Online claim reference 494 was included in the dataset.,FAKE
Authorities announced plans to evaluate agriculture before introducing the proposed changes nationwide. Reference number 346 was included in the dataset.,REAL
A viral report claims that the United States has discovered a breakthrough supposedly kept from the public that will completely solve agriculture overnight. Online claim reference 261 was included in the dataset.,FAKE
A public report described recent developments in climate change and included data from multiple sources. Reference number 562 was included in the dataset.,REAL
A study involving several research institutions examined online learning outcomes and identified areas for further research. Reference number 23 was included in the dataset.,REAL
A post making the rounds online claims that scientists are hiding a breakthrough involving climate change. Online claim reference 513 was included in the dataset.,FAKE
A post making the rounds online claims that scientists are hiding a breakthrough involving digital technology. Online claim reference 76 was included in the dataset.,FAKE
Social media users are sharing a claim that a hidden technology can instantly eliminate every problem related to agriculture. Online claim reference 235 was included in the dataset.,FAKE
